year,team,Country,team_score,team_rank,team_name_reduced,team_pcs_id,team_gen_id,team_class
2019.0,Tirol - KTM Cycling Team,Austria,162.0,84.0,tirolktmcyclingteam,,11245.0,CT
2020.0,Vini Zabù,Italy,1194.0,26.0,vinizabù,1181.0,1181.0,PRT
2020.0,Vini Zabù - KTM,Italy,1194.0,26.0,vinizabùktm,1181.0,1181.0,PRT
2020.0,WSA KTM Graz,Austria,77.0,71.0,wsaktmgraz,,11246.0,CT
2020.0,Tirol - KTM Cycling Team,Austria,76.0,73.0,tirolktmcyclingteam,,11245.0,CT
2019.0,Vital Concept - B&B Hotels,France,1951.0,26.0,vitalconceptb&bhotels,4627.0,4627.0,PCT
2019.0,B&B Hotels - Vital Concept p/b KTM,France,1951.0,26.0,b&bhotelsvitalconceptp/bktm,4627.0,4627.0,PCT
2020.0,B&B Hotels - Vital Concept p/b KTM,France,1831.0,24.0,b&bhotelsvitalconceptp/bktm,4627.0,4627.0,PRT
2020.0,B&B Hotels p/b KTM,France,1831.0,24.0,b&bhotelsp/bktm,4627.0,4627.0,PRT
2021.0,B&B Hotels p/b KTM,France,2904.0,23.0,b&bhotelsp/bktm,4627.0,4627.0,PRT
2021.0,Vini Zabù,Italy,413.0,42.0,vinizabù,1181.0,1181.0,PRT
2021.0,WSA KTM Graz,Austria,331.0,48.0,wsaktmgraz,,11246.0,CT
2021.0,WSA KTM Graz p/b Leomo,Austria,331.0,48.0,wsaktmgrazp/bleomo,,11247.0,CT
2021.0,Tirol - KTM Cycling Team,Austria,171.0,71.0,tirolktmcyclingteam,,11245.0,CT
2021.0,B&B Hotels - KTM,France,2904.0,23.0,b&bhotelsktm,4627.0,4627.0,PRT
2022.0,B&B Hotels - KTM,France,2885.0,23.0,b&bhotelsktm,4627.0,4627.0,PRT
2022.0,Tirol - KTM Cycling Team,Austria,204.0,62.0,tirolktmcyclingteam,,11245.0,CT
2022.0,WSA KTM Graz p/b Leomo,Austria,42.0,146.0,wsaktmgrazp/bleomo,,11247.0,CT
2023.0,Tirol - KTM Cycling Team,Austria,96.0,109.0,tirolktmcyclingteam,,11245.0,CT
2023.0,WSA KTM Graz p/b Leomo,Austria,66.0,127.0,wsaktmgrazp/bleomo,,11247.0,CT
2024.0,Tirol - KTM Cycling Team,Austria,41.0,122.0,tirolktmcyclingteam,,11245.0,CT
2024.0,WSA KTM Graz,Austria,25.0,144.0,wsaktmgraz,,11246.0,CT
1937.0,Sportorno,Italy,0.0,84.0,sportorno,,11248.0,
1941.0,F.C. Porto,Portugal,71.0,44.0,f.c.porto,,11249.0,
1946.0,F.C. Porto,Portugal,320.0,46.0,f.c.porto,,11249.0,
1947.0,F.C. Porto,Portugal,80.0,76.0,f.c.porto,,11249.0,
1948.0,F.C. Porto,Portugal,123.0,87.0,f.c.porto,,11249.0,
1949.0,F.C. Porto,Portugal,428.0,67.0,f.c.porto,,11249.0,
1950.0,F.C. Porto,Portugal,315.0,78.0,f.c.porto,,11249.0,
1951.0,F.C. Porto,Portugal,94.0,91.0,f.c.porto,,11249.0,
1952.0,F.C. Porto,Portugal,91.0,88.0,f.c.porto,,11249.0,
1953.0,F.C. Porto,Portugal,99.0,76.0,f.c.porto,,11249.0,
1954.0,F.C. Porto,Portugal,0.0,113.0,f.c.porto,,11249.0,
1955.0,F.C. Porto,Portugal,28.0,92.0,f.c.porto,,11249.0,
1956.0,F.C. Porto,Portugal,65.0,80.0,f.c.porto,,11249.0,
1957.0,F.C. Porto,Portugal,135.0,66.0,f.c.porto,,11249.0,
1958.0,F.C. Porto,Portugal,608.0,42.0,f.c.porto,,11249.0,
1959.0,F.C. Porto,Portugal,272.0,42.0,f.c.porto,,11249.0,
1960.0,F.C. Porto,Portugal,117.0,56.0,f.c.porto,,11249.0,
1961.0,F.C. Porto,Portugal,459.0,45.0,f.c.porto,,11249.0,
1962.0,F.C. Porto,Portugal,319.0,36.0,f.c.porto,,11249.0,
1963.0,F.C. Porto,Portugal,123.0,43.0,f.c.porto,,11249.0,
1964.0,F.C. Porto,Portugal,184.0,37.0,f.c.porto,,11249.0,
1965.0,F.C. Porto,Portugal,264.0,32.0,f.c.porto,,11249.0,
1966.0,F.C. Porto,Portugal,438.0,32.0,f.c.porto,,11249.0,
1967.0,F.C. Porto - Texlene,Portugal,162.0,36.0,f.c.portotexlene,,11250.0,
1968.0,F.C. Porto - Texlene,Portugal,185.0,35.0,f.c.portotexlene,,11250.0,
1969.0,F.C. Porto - Texlene,Portugal,212.0,39.0,f.c.portotexlene,,11250.0,
1970.0,F.C. Porto - Texlene,Portugal,371.0,30.0,f.c.portotexlene,,11250.0,
1971.0,F.C. Porto - Antracol,Portugal,178.0,32.0,f.c.portoantracol,,11251.0,
1971.0,Louletano Desportos Clube,Portugal,0.0,54.0,louletanodesportosclube,,11252.0,
1972.0,F.C. Porto - Laminite,Portugal,305.0,30.0,f.c.portolaminite,,11253.0,
1973.0,F.C. Porto - Safina - Alcatifas,Portugal,274.0,32.0,f.c.portosafinaalcatifas,,11254.0,
1974.0,F.C. Porto,Portugal,229.0,35.0,f.c.porto,,11249.0,
1975.0,F.C. Porto,Portugal,178.0,31.0,f.c.porto,,11249.0,
2016.0,W52 / FC Porto,Portugal,277.0,57.0,w52/fcporto,,11255.0,CT
2017.0,W52 / FC Porto,Portugal,452.0,51.0,w52/fcporto,,11255.0,CT
2018.0,W52 / FC Porto,Portugal,173.0,92.0,w52/fcporto,,11255.0,CT
2019.0,W52 / FC Porto,Portugal,482.0,44.0,w52/fcporto,,11255.0,PCT
2020.0,W52 / FC Porto,Portugal,144.0,52.0,w52/fcporto,,11255.0,CT
2021.0,W52 / FC Porto,Portugal,347.0,46.0,w52/fcporto,,11255.0,CT
2022.0,W52 / FC Porto,Portugal,41.0,150.0,w52/fcporto,,11255.0,CT
1934.0,Scott,Denmark,0.0,83.0,scott,,11256.0,
1935.0,Scott,Denmark,0.0,87.0,scott,,11256.0,
1959.0,Mascotte,France,0.0,75.0,mascotte,,11257.0,
1989.0,Scott - Oldsmobile - Bikyle Flyers,United States,0.0,97.0,scottoldsmobilebikyleflyers,,11258.0,
1989.0,Scottish Amicable,Australia,0.0,115.0,scottishamicable,,11259.0,
1990.0,Scott - Oldsmobile - Bikyle Flyers,United States,0.0,111.0,scottoldsmobilebikyleflyers,,11258.0,
1991.0,Scott - Bikyle Flyers,United States,31.0,70.0,scottbikyleflyers,,11260.0,
1991.0,Scott - Diamond Back - MBK,United States,2.0,100.0,scottdiamondbackmbk,,11261.0,
1992.0,Scott - Bikyle Flyers,United States,24.0,69.0,scottbikyleflyers,,11260.0,
1992.0,Seco - Scott,Switzerland,18.0,71.0,secoscott,,11262.0,
1992.0,Scott - Integra,Switzerland,0.0,112.0,scottintegra,,11263.0,
1993.0,Scott - Bikyle Flyers,United States,11.0,66.0,scottbikyleflyers,,11260.0,
1993.0,Scott - Excess - Chrysler - Lista,Great Britain,0.0,119.0,scottexcesschryslerlista,,11264.0,
1994.0,Scott - Bikyle Flyers,United States,55.0,57.0,scottbikyleflyers,,11260.0,
1994.0,Scott - Excess - Chrysler,Great Britain,0.0,113.0,scottexcesschrysler,,11265.0,
1995.0,Scott - Hörmann,Switzerland,52.0,67.0,scotthörmann,,11266.0,
1995.0,Scott - Bikyle Flyers,United States,18.0,79.0,scottbikyleflyers,,11260.0,
1995.0,Scott - Excess - Chrysler,Great Britain,0.0,121.0,scottexcesschrysler,,11265.0,
1996.0,Scott - Bikyle Flyers,United States,32.0,72.0,scottbikyleflyers,,11260.0,
1998.0,Riso Scotti - MG Boys Maglificio - Playbus - Aiwa,Italy,2892.0,22.0,risoscottimgboysmaglificioplaybusaiwa,,11267.0,
1999.0,Riso Scotti - Vinavil,Italy,1954.0,29.0,risoscottivinavil,1279.0,1279.0,TT1
2007.0,Scott - Marcondes Cesar - Fadenp Sao Jose Dos Campos,Brazil,237.0,71.0,scottmarcondescesarfadenpsaojosedoscampos,,11268.0,
2008.0,Scott - American Beef,Spain,6829.0,16.0,scottamericanbeef,1198.0,1198.0,PT
2008.0,Scott - Marcondes Cesar - Sao Jose dos Campos,Brazil,207.0,80.0,scottmarcondescesarsaojosedoscampos,,11269.0,
2010.0,Scott - Marcondes Cesar - Sao Jose dos Campos,Brazil,366.0,51.0,scottmarcondescesarsaojosedoscampos,,11269.0,
2017.0,Orica - Scott,Australia,12458.0,10.0,oricascott,1207.0,1207.0,WT
2018.0,Mitchelton-Scott,Australia,16370.0,4.0,mitcheltonscott,1207.0,1207.0,WT
2019.0,Mitchelton-Scott,Australia,14254.0,7.0,mitcheltonscott,1207.0,1207.0,WT
2020.0,Mitchelton-Scott,Australia,7149.0,12.0,mitcheltonscott,1207.0,1207.0,WT
1937.0,Dopolavoro A. Vismara,Italy,0.0,73.0,dopolavoroa.vismara,,11270.0,
1938.0,Dopolavoro A. Vismara,Italy,0.0,85.0,dopolavoroa.vismara,,11270.0,
1939.0,Dopolavoro A. Vismara,Italy,32.0,82.0,dopolavoroa.vismara,,11270.0,
1940.0,Dop. Az. Vismara,Italy,1167.0,12.0,dop.az.vismara,,11271.0,
1941.0,Dop. Az. Vismara,Italy,469.0,19.0,dop.az.vismara,,11271.0,
1942.0,Dopolavoro A. Vismara,Italy,191.0,33.0,dopolavoroa.vismara,,11270.0,
1943.0,Dopolavoro A. Vismara,Italy,39.0,44.0,dopolavoroa.vismara,,11270.0,
1944.0,Dopolavoro A. Vismara,Italy,16.0,33.0,dopolavoroa.vismara,,11270.0,
2019.0,Team Jumbo-Visma,Netherlands,21703.0,1.0,teamjumbovisma,1330.0,1330.0,WT
2020.0,Team Jumbo-Visma,Netherlands,14883.0,1.0,teamjumbovisma,1330.0,1330.0,WT
2020.0,Jumbo-Visma,Netherlands,14883.0,1.0,jumbovisma,1330.0,1330.0,WT
2021.0,Jumbo-Visma,Netherlands,19097.0,3.0,jumbovisma,1330.0,1330.0,WT
2022.0,Jumbo-Visma,Netherlands,20950.0,1.0,jumbovisma,1330.0,1330.0,WT
2023.0,Jumbo-Visma,Netherlands,25559.0,1.0,jumbovisma,1330.0,1330.0,WT
2024.0,Team Visma - Lease a Bike,Netherlands,15980.0,2.0,teamvismaleaseabike,,11272.0,WT
1982.0,Fangio - Assos - OM Trucks - Iveco,Belgium,538.0,40.0,fangioassosomtrucksiveco,2829.0,2829.0,
1983.0,Assos,Switzerland,0.0,155.0,assos,,11273.0,
1984.0,Assos,Switzerland,0.0,164.0,assos,,11273.0,
1987.0,Robland - Isoglass - Galli - All Sprint - Assos,Belgium,651.0,43.0,roblandisoglassgalliallsprintassos,,11274.0,
1993.0,Roger Neilson - Tivoli - Assos,Great Britain,67.0,45.0,rogerneilsontivoliassos,,11275.0,
1994.0,Assos - Hermann Radsport Zenter,Germany,0.0,103.0,assoshermannradsportzenter,,11276.0,
1994.0,Velo-Maier - Lippuner - Assos,Switzerland,0.0,111.0,velomaierlippunerassos,,11277.0,
2016.0,Gazprom - RusVelo,Russia,1361.0,30.0,gazpromrusvelo,1508.0,1508.0,PCT
2017.0,Gazprom - RusVelo,Russia,1398.0,30.0,gazpromrusvelo,1508.0,1508.0,PCT
2018.0,Gazprom - RusVelo,Russia,936.0,37.0,gazpromrusvelo,1508.0,1508.0,PCT
2019.0,Gazprom - RusVelo,Switzerland,991.0,35.0,gazpromrusvelo,1508.0,1508.0,PCT
2020.0,Gazprom - RusVelo,Russia,944.0,29.0,gazpromrusvelo,1508.0,1508.0,PRT
2021.0,Gazprom - RusVelo,Russia,1392.0,30.0,gazpromrusvelo,1508.0,1508.0,PRT
2022.0,Gazprom - RusVelo,Russia,140.0,83.0,gazpromrusvelo,1508.0,1508.0,PRT
2019.0,Team Dimension Data,South Africa,7106.0,18.0,teamdimensiondata,1293.0,1293.0,WT
2019.0,NTT Pro Cycling,South Africa,7106.0,18.0,nttprocycling,1293.0,1293.0,WT
2020.0,NTT Pro Cycling,South Africa,5874.0,16.0,nttprocycling,1293.0,1293.0,WT
2021.0,Team Qhubeka NextHash,South Africa,7196.0,20.0,teamqhubekanexthash,1293.0,1293.0,WT
2021.0,Team Qhubeka ASSOS,South Africa,7196.0,20.0,teamqhubekaassos,1293.0,1293.0,WT
2022.0,Q36.5 Pro Cycling Team,Switzerland,7196.0,20.0,q36.5procyclingteam,1293.0,1293.0,WT
2023.0,Q36.5 Pro Cycling Team,Switzerland,2528.0,23.0,q36.5procyclingteam,1293.0,1293.0,PRT
2021.0,Team Qhubeka,Italy,202.0,63.0,teamqhubeka,,11278.0,CT
2022.0,Team Qhubeka,Italy,176.0,73.0,teamqhubeka,,11278.0,CT
2020.0,Global 6 Cycling,New Zealand,56.0,107.0,global6cycling,,11279.0,CT
2021.0,Global 6 Cycling,New Zealand,56.0,107.0,global6cycling,,11279.0,CT
2021.0,Global Cycling Team,New Zealand,56.0,107.0,globalcyclingteam,,11280.0,CLUB
2022.0,Global 6 Cycling,New Zealand,49.0,138.0,global6cycling,,11279.0,CT
2023.0,Global 6 Cycling,New Zealand,90.0,112.0,global6cycling,,11279.0,CT
2024.0,Global 6 Cycling,Luxembourg,7.0,179.0,global6cycling,,11279.0,CT
2019.0,Corendon - Circus,Belgium,2431.0,24.0,corendoncircus,1100.0,1100.0,PCT
2019.0,Alpecin-Fenix,Belgium,2431.0,24.0,alpecinfenix,1100.0,1100.0,PCT
2020.0,Alpecin-Fenix,Belgium,4558.0,20.0,alpecinfenix,1100.0,1100.0,PRT
2021.0,Alpecin-Fenix,Belgium,9322.0,13.0,alpecinfenix,1100.0,1100.0,PRT
2022.0,Alpecin-Deceuninck,Belgium,8062.0,9.0,alpecindeceuninck,1100.0,1100.0,PRT
2023.0,Alpecin-Deceuninck,Belgium,8593.0,8.0,alpecindeceuninck,1100.0,1100.0,PRT
2024.0,Alpecin-Deceuninck,Belgium,8325.0,8.0,alpecindeceuninck,1100.0,1100.0,PRT
2019.0,Bahrain - Merida,Bahrain,12691.0,10.0,bahrainmerida,3814.0,3814.0,WT
2019.0,Bahrain - McLaren,Bahrain,12691.0,10.0,bahrainmclaren,3814.0,3814.0,WT
2020.0,Bahrain - McLaren,Bahrain,7939.0,10.0,bahrainmclaren,3814.0,3814.0,WT
2020.0,Bahrain - Victorious,Bahrain,7939.0,10.0,bahrainvictorious,3814.0,3814.0,WT
2021.0,Bahrain - Victorious,Bahrain,14715.0,5.0,bahrainvictorious,3814.0,3814.0,WT
2022.0,Bahrain - Victorious,Bahrain,14223.0,6.0,bahrainvictorious,3814.0,3814.0,WT
2023.0,Bahrain - Victorious,Bahrain,13778.0,5.0,bahrainvictorious,3814.0,3814.0,WT
2024.0,Bahrain - Victorious,Bahrain,9153.0,12.0,bahrainvictorious,3814.0,3814.0,WT
2024.0,CTF Victorious,Italy,128.0,73.0,ctfvictorious,,11281.0,
2018.0,Polartec - Kometa,Spain,114.0,130.0,polarteckometa,4723.0,4723.0,CT
2018.0,Kometa Cycling Team,Spain,114.0,130.0,kometacyclingteam,4723.0,4723.0,CT
2019.0,Kometa Cycling Team,Spain,127.0,98.0,kometacyclingteam,4723.0,4723.0,CT
2019.0,Kometa - Xstra Cycling Team,Spain,127.0,98.0,kometaxstracyclingteam,4723.0,4723.0,CT
2020.0,Kometa - Xstra Cycling Team,Spain,68.0,81.0,kometaxstracyclingteam,4723.0,4723.0,CT
2020.0,EOLO-Kometa,Spain,68.0,81.0,eolokometa,4723.0,4723.0,CT
2021.0,EOLO-Kometa,Italy,1475.0,28.0,eolokometa,4723.0,4723.0,PRT
2022.0,EOLO-Kometa,Italy,2028.0,24.0,eolokometa,4723.0,4723.0,PRT
2023.0,EOLO-Kometa,Italy,1984.0,25.0,eolokometa,4723.0,4723.0,PRT
2024.0,Team Polti - Kometa,Italy,1603.0,28.0,teampoltikometa,,11282.0,
2006.0,Matrix Powertag,Japan,0.0,167.0,matrixpowertag,,11283.0,CT
2007.0,Matrix Powertag,Japan,9.0,176.0,matrixpowertag,,11283.0,CT
2008.0,Matrix Powertag,Japan,9.0,166.0,matrixpowertag,,11283.0,CT
2009.0,Matrix Powertag,Japan,0.0,171.0,matrixpowertag,,11283.0,CT
2011.0,Matrix Powertag,Japan,9.0,163.0,matrixpowertag,,11283.0,CT
2012.0,Matrix Powertag,Japan,28.0,165.0,matrixpowertag,,11283.0,CT
2013.0,Matrix Powertag,Japan,53.0,143.0,matrixpowertag,,11283.0,CT
2014.0,Matrix Powertag,Japan,12.0,190.0,matrixpowertag,,11283.0,CT
2015.0,Matrix Powertag,Japan,65.0,147.0,matrixpowertag,,11283.0,CT
2016.0,Matrix Powertag,Japan,24.0,183.0,matrixpowertag,,11283.0,CT
2017.0,Matrix Powertag,Japan,102.0,129.0,matrixpowertag,,11283.0,CT
2018.0,Matrix Powertag,Japan,45.0,174.0,matrixpowertag,,11283.0,CT
2019.0,Matrix Powertag,Japan,256.0,70.0,matrixpowertag,,11283.0,CT
2020.0,Matrix Powertag,Japan,12.0,150.0,matrixpowertag,,11283.0,CT
2021.0,Matrix Powertag,Japan,33.0,136.0,matrixpowertag,,11283.0,CT
2022.0,Matrix Powertag,Japan,69.0,119.0,matrixpowertag,,11283.0,CT
2023.0,Matrix Powertag,Japan,53.0,138.0,matrixpowertag,,11283.0,CT
2024.0,Matrix Powertag,Japan,11.0,170.0,matrixpowertag,,11283.0,CT
2015.0,Team Coop - Oster Hus,Norway,290.0,65.0,teamcooposterhus,,11284.0,
2016.0,Team Coop - Oster Hus,Norway,109.0,107.0,teamcooposterhus,,11284.0,
2017.0,Team Coop,Norway,212.0,79.0,teamcoop,1363.0,1363.0,CT
2018.0,Team Coop,Norway,178.0,89.0,teamcoop,1363.0,1363.0,CT
2019.0,Team Coop,Norway,138.0,92.0,teamcoop,1363.0,1363.0,CT
2020.0,Team Coop,Norway,50.0,90.0,teamcoop,1363.0,1363.0,CT
2021.0,Team Coop,Norway,278.0,52.0,teamcoop,1363.0,1363.0,CT
2022.0,Team Coop,Norway,253.0,53.0,teamcoop,1363.0,1363.0,CT
2023.0,Team Coop - Repsol,Norway,117.0,102.0,teamcooprepsol,1395.0,1395.0,UCI
2024.0,Team Coop - Repsol,Norway,88.0,87.0,teamcooprepsol,1395.0,1395.0,CTW
2017.0,Aevolo,United States,87.0,137.0,aevolo,,11285.0,CT
2018.0,Aevolo,United States,170.0,94.0,aevolo,,11285.0,CT
2019.0,Aevolo,United States,134.0,96.0,aevolo,,11285.0,CT
2020.0,Aevolo,United States,0.0,188.0,aevolo,,11285.0,CT
2021.0,Aevolo,United States,60.0,105.0,aevolo,,11285.0,CT
1998.0,Euskaltel - Euskadi,Spain,1776.0,28.0,euskalteleuskadi,4831.0,4831.0,PRT
1999.0,Euskaltel - Euskadi,Spain,3465.0,23.0,euskalteleuskadi,4831.0,4831.0,PRT
2000.0,Euskaltel - Euskadi,Spain,4103.0,23.0,euskalteleuskadi,4831.0,4831.0,PRT
2001.0,Euskaltel - Euskadi,Spain,6817.0,15.0,euskalteleuskadi,4831.0,4831.0,PRT
2002.0,Euskaltel - Euskadi,Spain,4779.0,22.0,euskalteleuskadi,4831.0,4831.0,PRT
2003.0,Euskaltel - Euskadi,Spain,8179.0,11.0,euskalteleuskadi,4831.0,4831.0,PRT
2004.0,Euskaltel - Euskadi,Spain,6212.0,16.0,euskalteleuskadi,4831.0,4831.0,PRT
2005.0,Euskaltel - Euskadi,Spain,4750.0,20.0,euskalteleuskadi,4831.0,4831.0,PRT
2006.0,Euskaltel - Euskadi,Spain,6424.0,19.0,euskalteleuskadi,4831.0,4831.0,PRT
2007.0,Euskaltel - Euskadi,Spain,7892.0,14.0,euskalteleuskadi,4831.0,4831.0,PRT
2008.0,Euskaltel - Euskadi,Spain,9012.0,11.0,euskalteleuskadi,4831.0,4831.0,PRT
2009.0,Euskaltel - Euskadi,Spain,7723.0,12.0,euskalteleuskadi,4831.0,4831.0,PRT
2010.0,Euskaltel - Euskadi,Spain,6743.0,16.0,euskalteleuskadi,4831.0,4831.0,PRT
2011.0,Euskaltel - Euskadi,Spain,7446.0,18.0,euskalteleuskadi,4831.0,4831.0,PRT
2012.0,Euskaltel - Euskadi,Spain,6709.0,18.0,euskalteleuskadi,4831.0,4831.0,PRT
2013.0,Euskaltel - Euskadi,Spain,7116.0,17.0,euskalteleuskadi,4831.0,4831.0,PRT
2020.0,Euskaltel - Euskadi,Spain,405.0,35.0,euskalteleuskadi,4831.0,4831.0,PRT
2021.0,Euskaltel - Euskadi,Spain,1200.0,31.0,euskalteleuskadi,4831.0,4831.0,PRT
2022.0,Euskaltel - Euskadi,Spain,916.0,32.0,euskalteleuskadi,4831.0,4831.0,PRT
2023.0,Euskaltel - Euskadi,Spain,1033.0,32.0,euskalteleuskadi,4831.0,4831.0,PRT
2024.0,Euskaltel - Euskadi,Spain,1241.0,30.0,euskalteleuskadi,4831.0,4831.0,PRT
2016.0,Rally Cycling,United States,271.0,59.0,rallycycling,1235.0,1235.0,CT
2017.0,Rally Cycling,United States,613.0,39.0,rallycycling,1235.0,1235.0,CT
2018.0,Rally Cycling,United States,759.0,41.0,rallycycling,1235.0,1235.0,PCT
2018.0,Rally - UHC Cycling,United States,759.0,41.0,rallyuhccycling,1235.0,1235.0,PCT
2019.0,Rally - UHC Cycling,United States,754.0,38.0,rallyuhccycling,1235.0,1235.0,PCT
2019.0,Rally Cycling,United States,754.0,38.0,rallycycling,1235.0,1235.0,PCT
2020.0,Rally Cycling,United States,146.0,50.0,rallycycling,1235.0,1235.0,PRT
2021.0,Rally Cycling,United States,737.0,36.0,rallycycling,1235.0,1235.0,PRT
2021.0,Human Powered Health,United States,737.0,36.0,humanpoweredhealth,1235.0,1235.0,PRT
2012.0,Astana Pro Team,Kazakhstan,12798.0,8.0,astanaproteam,1375.0,1375.0,WT
2013.0,Astana Pro Team,Kazakhstan,15736.0,3.0,astanaproteam,1375.0,1375.0,WT
2014.0,Astana Pro Team,Kazakhstan,15672.0,5.0,astanaproteam,1375.0,1375.0,WT
2015.0,Astana Pro Team,Kazakhstan,19447.0,2.0,astanaproteam,1375.0,1375.0,WT
2016.0,Astana Pro Team,Kazakhstan,13651.0,7.0,astanaproteam,1375.0,1375.0,WT
2017.0,Astana Pro Team,Kazakhstan,11796.0,11.0,astanaproteam,1375.0,1375.0,WT
2018.0,Astana Pro Team,Kazakhstan,14298.0,7.0,astanaproteam,1375.0,1375.0,WT
2019.0,Astana Pro Team,Luxembourg,15364.0,6.0,astanaproteam,1375.0,1375.0,WT
2020.0,Astana Pro Team,Kazakhstan,9096.0,6.0,astanaproteam,1375.0,1375.0,WT
2020.0,Astana - Premier Tech,Kazakhstan,9096.0,6.0,astanapremiertech,1375.0,1375.0,WT
2021.0,Astana - Premier Tech,Kazakhstan,9914.0,10.0,astanapremiertech,1375.0,1375.0,WT
2015.0,Israel Start - Up Nation,Israel,170.0,98.0,israelstartupnation,2738.0,2738.0,PCT
2016.0,Israel Start - Up Nation,Israel,847.0,37.0,israelstartupnation,2738.0,2738.0,PCT
2017.0,Israel Start - Up Nation,Israel,805.0,38.0,israelstartupnation,2738.0,2738.0,PCT
2018.0,Israel Start - Up Nation,Israel,2229.0,21.0,israelstartupnation,2738.0,2738.0,PCT
2019.0,Israel Start - Up Nation,Israel,3492.0,22.0,israelstartupnation,2738.0,2738.0,PCT
2020.0,Israel Start - Up Nation,Israel,5328.0,19.0,israelstartupnation,2738.0,2738.0,WT
2021.0,Israel Start - Up Nation,Israel,9620.0,11.0,israelstartupnation,2738.0,2738.0,WT
2022.0,Israel - Premier Tech,Israel,7163.0,19.0,israelpremiertech,2738.0,2738.0,WT
2023.0,Israel - Premier Tech,Israel,8309.0,18.0,israelpremiertech,2738.0,2738.0,PRT
2024.0,Israel - Premier Tech,Israel,9032.0,13.0,israelpremiertech,2738.0,2738.0,PRT
2020.0,Israel Cycling Academy,Israel,79.0,69.0,israelcyclingacademy,14555.0,14555.0,CT
2021.0,Israel Cycling Academy,Israel,68.0,101.0,israelcyclingacademy,14555.0,14555.0,CT
2022.0,Israel Cycling Academy,Israel,197.0,63.0,israelcyclingacademy,14555.0,14555.0,CT
2021.0,Israel Premier Tech Academy,Israel,68.0,101.0,israelpremiertechacademy,14555.0,14555.0,CT
2022.0,Israel Premier Tech Academy,Israel,197.0,63.0,israelpremiertechacademy,14555.0,14555.0,CT
2023.0,Israel Premier Tech Academy,Israel,262.0,61.0,israelpremiertechacademy,14555.0,14555.0,CT
2024.0,Israel Premier Tech Academy,Israel,478.0,35.0,israelpremiertechacademy,14555.0,14555.0,CT
2021.0,China Glory Continental Cycling Team,China,127.0,86.0,chinaglorycontinentalcyclingteam,,11286.0,CT
2022.0,China Glory Continental Cycling Team,China,127.0,86.0,chinaglorycontinentalcyclingteam,,11286.0,CT
2023.0,China Glory Continental Cycling Team,China,194.0,74.0,chinaglorycontinentalcyclingteam,,11286.0,CT
2021.0,Intermarché - Wanty - Gobert Matériaux,Belgium,7590.0,18.0,intermarchéwantygobertmatériaux,1490.0,1490.0,WT
2022.0,Intermarché - Wanty - Gobert Matériaux,Belgium,12841.0,8.0,intermarchéwantygobertmatériaux,1490.0,1490.0,WT
2023.0,Intermarché - Circus - Wanty,Belgium,9010.0,17.0,intermarchécircuswanty,1490.0,1490.0,WT
2024.0,Intermarché - Wanty,Belgium,8544.0,16.0,intermarchéwanty,1490.0,1490.0,WT
2014.0,Caja Rural - Seguros RGA,Spain,2317.0,26.0,cajaruralsegurosrga,1111.0,1111.0,PCT
2015.0,Caja Rural - Seguros RGA,Spain,2503.0,26.0,cajaruralsegurosrga,1111.0,1111.0,PCT
2016.0,Caja Rural - Seguros RGA,Spain,2263.0,24.0,cajaruralsegurosrga,1111.0,1111.0,PCT
2017.0,Caja Rural - Seguros RGA,Spain,1669.0,28.0,cajaruralsegurosrga,1111.0,1111.0,PCT
2018.0,Caja Rural - Seguros RGA,Spain,1003.0,35.0,cajaruralsegurosrga,1111.0,1111.0,PCT
2019.0,Caja Rural - Seguros RGA,Spain,1444.0,29.0,cajaruralsegurosrga,1111.0,1111.0,PCT
2020.0,Caja Rural - Seguros RGA,Spain,688.0,33.0,cajaruralsegurosrga,1111.0,1111.0,PRT
2021.0,Caja Rural - Seguros RGA,Spain,1193.0,32.0,cajaruralsegurosrga,1111.0,1111.0,PRT
2022.0,Caja Rural - Seguros RGA,Spain,1285.0,29.0,cajaruralsegurosrga,1111.0,1111.0,PRT
2023.0,Caja Rural - Seguros RGA,Spain,1465.0,28.0,cajaruralsegurosrga,1111.0,1111.0,PRT
2024.0,Caja Rural - Seguros RGA,Spain,1643.0,27.0,cajaruralsegurosrga,1111.0,1111.0,PRT
2019.0,EvoPro Racing,Ireland,198.0,76.0,evoproracing,5643.0,5643.0,CT
2020.0,EvoPro Racing,Ireland,10.0,151.0,evoproracing,5643.0,5643.0,CT
2021.0,EvoPro Racing,Ireland,105.0,86.0,evoproracing,5643.0,5643.0,CT
2022.0,EvoPro Racing,Ireland,50.0,137.0,evoproracing,5643.0,5643.0,CT
1923.0,Colombia Cycles - Samyn,France,175.0,35.0,colombiacyclessamyn,,11287.0,
1983.0,Colombia,Colombia,1295.0,34.0,colombia,,11288.0,
1985.0,Varta - Café de Colombia - Mavic,Colombia,3768.0,23.0,vartacafédecolombiamavic,,11289.0,
1986.0,Café de Colombia - Varta,Colombia,1875.0,30.0,cafédecolombiavarta,,11290.0,
1987.0,Varta - Café de Colombia,Colombia,6303.0,11.0,vartacafédecolombia,,11291.0,
1988.0,Café de Colombia,Colombia,3193.0,26.0,cafédecolombia,,11292.0,
1989.0,Café de Colombia - Mavic,Colombia,4300.0,22.0,cafédecolombiamavic,,11293.0,
1990.0,Café de Colombia,Colombia,2176.0,31.0,cafédecolombia,,11292.0,
